,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
METTL16,4.58E-30,0.26240336,0.267,0.097,1.54E-25,11,METTL16
SLC35B11,5.13E-30,0.289376643,0.308,0.12,1.72E-25,11,SLC35B1
WBP1L,6.00E-30,0.43446633,0.259,0.095,2.01E-25,11,WBP1L
USF3,6.06E-30,0.425533593,0.257,0.094,2.03E-25,11,USF3
TMEM41B,6.24E-30,0.261347496,0.275,0.102,2.09E-25,11,TMEM41B
ACADVL3,6.65E-30,0.307712831,0.395,0.169,2.23E-25,11,ACADVL
MACO11,7.15E-30,0.316972235,0.277,0.104,2.40E-25,11,MACO1
PAK11,8.27E-30,0.478585514,0.271,0.102,2.77E-25,11,PAK1
SLC38A101,1.42E-29,0.272262865,0.318,0.126,4.75E-25,11,SLC38A10
KLHL51,2.00E-29,0.500447685,0.261,0.097,6.70E-25,11,KLHL5
NDUFS64,5.02E-29,0.271339056,0.781,0.402,1.68E-24,11,NDUFS6
NAA15,5.52E-29,0.282924806,0.318,0.128,1.85E-24,11,NAA15
H6PD1,6.21E-29,0.359819229,0.285,0.11,2.08E-24,11,H6PD
GNPAT,7.46E-29,0.267848541,0.259,0.095,2.50E-24,11,GNPAT
ASNA1,7.65E-29,0.277212585,0.279,0.106,2.56E-24,11,ASNA1
NDUFV23,8.54E-29,0.273951702,0.777,0.402,2.86E-24,11,NDUFV2
KDM5C,8.54E-29,0.297127285,0.275,0.104,2.87E-24,11,KDM5C
ZNF280D1,8.75E-29,0.263898444,0.273,0.103,2.93E-24,11,ZNF280D
CCNL2,1.07E-28,0.253884982,0.344,0.142,3.60E-24,11,CCNL2
MTCH23,2.42E-28,0.258374963,0.34,0.14,8.10E-24,11,MTCH2
IMPAD1,2.86E-28,0.369660106,0.283,0.11,9.59E-24,11,IMPAD1
ARRDC1,3.50E-28,0.344010028,0.273,0.105,1.17E-23,11,ARRDC1
HERC2,5.56E-28,0.27067247,0.318,0.129,1.87E-23,11,HERC2
APC,6.48E-28,0.266884321,0.304,0.122,2.17E-23,11,APC
HGSNAT,6.79E-28,0.456545462,0.267,0.103,2.28E-23,11,HGSNAT
RALGAPB,9.71E-28,0.290795917,0.251,0.093,3.26E-23,11,RALGAPB
WASHC1,1.22E-27,0.284584299,0.291,0.115,4.09E-23,11,WASHC1
PPP2R1A2,1.31E-27,0.344368904,0.358,0.154,4.38E-23,11,PPP2R1A
GABARAPL23,6.33E-27,0.257985766,0.814,0.445,2.12E-22,11,GABARAPL2
LRRFIP14,7.01E-27,0.322539366,0.913,0.521,2.35E-22,11,LRRFIP1
FAM210B2,7.64E-27,0.278041725,0.267,0.104,2.56E-22,11,FAM210B
NDUFB102,7.81E-27,0.257522169,0.773,0.416,2.62E-22,11,NDUFB10
AES3,1.01E-26,0.277932098,0.883,0.479,3.38E-22,11,AES
RREB13,3.55E-26,0.324578362,0.281,0.113,1.19E-21,11,RREB1
EXOC3,7.98E-26,0.319485573,0.253,0.098,2.68E-21,11,EXOC3
NUP214,1.11E-25,0.273355553,0.263,0.103,3.72E-21,11,NUP214
SEC16A2,1.33E-25,0.289463268,0.308,0.128,4.47E-21,11,SEC16A
CLIC12,5.56E-25,0.329642036,0.97,0.657,1.86E-20,11,CLIC1
LDHB3,2.20E-24,0.263290498,0.909,0.526,7.39E-20,11,LDHB
SPCS12,4.12E-24,0.273770299,0.923,0.548,1.38E-19,11,SPCS1
SON2,1.66E-23,0.276907727,0.939,0.576,5.57E-19,11,SON
RUFY11,5.17E-23,0.265461577,0.269,0.112,1.74E-18,11,RUFY1
RBP4,0,10.02904327,0.452,0.001,0,12,RBP4
FABP4,0,10.02419214,0.941,0.014,0,12,FABP4
PCOLCE2,0,9.408275038,0.395,0.001,0,12,PCOLCE2
MME,0,8.483158141,0.426,0.002,0,12,MME
AC026369.3,0,8.280008503,0.625,0.004,0,12,AC026369.3
GAPLINC,0,7.877489834,0.274,0.001,0,12,GAPLINC
APOC11,0,7.793177926,0.992,0.043,0,12,APOC1
SPARC,0,7.697322143,0.318,0.002,0,12,SPARC
MARCO1,0,7.583340418,0.943,0.017,0,12,MARCO
APOE,0,6.943976399,0.863,0.021,0,12,APOE
MSR1,0,6.739178601,0.734,0.013,0,12,MSR1
CCL18,0,6.372250185,0.253,0.003,0,12,CCL18
LPL,0,5.990160369,0.349,0.005,0,12,LPL
SCD,0,5.904723477,0.698,0.043,0,12,SCD
SERPING1,0,5.734463986,0.605,0.028,0,12,SERPING1
C1QA,0,5.714737593,0.951,0.03,0,12,C1QA
INHBA,0,5.553132655,0.437,0.008,0,12,INHBA
C1QB,0,5.536553786,0.93,0.027,0,12,C1QB
MCEMP11,0,5.51537595,0.527,0.016,0,12,MCEMP1
VSIG4,0,5.257919582,0.561,0.022,0,12,VSIG4
TREM11,0,5.236147957,0.501,0.018,0,12,TREM1
CYP27A12,0,5.075824,0.607,0.027,0,12,CYP27A1
RETN,0,5.069148786,0.494,0.017,0,12,RETN
FTL2,2.47E-249,4.998651652,1,0.916,8.29E-245,12,FTL
MS4A72,0,4.965729285,0.928,0.078,0,12,MS4A7
PPARG1,0,4.802437478,0.558,0.029,0,12,PPARG
RBP7,0,4.786198007,0.256,0.011,0,12,RBP7
MS4A4A1,0,4.664421177,0.592,0.036,0,12,MS4A4A
FAM89A,0,4.658188088,0.517,0.028,0,12,FAM89A
TREM2,0,4.634847524,0.297,0.014,0,12,TREM2
TFRC2,0,4.580147207,0.809,0.109,0,12,TFRC
GPNMB1,0,4.528230245,0.729,0.026,0,12,GPNMB
FBP12,0,4.487796427,0.829,0.091,0,12,FBP1
FHL1,4.13E-285,4.312832726,0.258,0.015,1.38E-280,12,FHL1
C1QC,0,4.212963133,0.713,0.024,0,12,C1QC
FCGR3A1,0,4.178058098,0.708,0.046,0,12,FCGR3A
LRP12,0,4.125372474,0.599,0.062,0,12,LRP1
SMIM251,0,4.068431798,0.447,0.029,0,12,SMIM25
SLCO2B11,0,3.985048298,0.439,0.034,0,12,SLCO2B1
PILRA,1.76E-256,3.95815885,0.32,0.026,5.89E-252,12,PILRA
GCHFR3,0,3.905723091,0.871,0.2,0,12,GCHFR
PHLDA3,2.34E-238,3.891115691,0.336,0.031,7.86E-234,12,PHLDA3
TSPAN4,7.42E-233,3.883728996,0.315,0.027,2.49E-228,12,TSPAN4
NCEH11,1.29E-260,3.856161516,0.429,0.047,4.32E-256,12,NCEH1
PLA2G15,6.09E-194,3.801630458,0.264,0.023,2.04E-189,12,PLA2G15
CFD2,0,3.783954504,0.682,0.095,0,12,CFD
NUPR14,1.48E-223,3.724048329,0.612,0.115,4.98E-219,12,NUPR1
OLR11,0,3.712882956,0.705,0.044,0,12,OLR1
SLC11A11,0,3.707566606,0.568,0.042,0,12,SLC11A1
LTA4H2,0,3.702920365,0.755,0.127,0,12,LTA4H
LYZ3,0,3.652129373,0.997,0.218,0,12,LYZ
ADAMTSL4,8.25E-130,3.641286839,0.251,0.031,2.77E-125,12,ADAMTSL4
ACP53,0,3.622152193,0.827,0.135,0,12,ACP5
DAB22,0,3.612495144,0.558,0.06,0,12,DAB2
CLEC12A1,8.67E-231,3.603031273,0.346,0.033,2.91E-226,12,CLEC12A
CD1631,0,3.574622318,0.375,0.029,0,12,CD163
AMIGO2,4.33E-219,3.549599546,0.333,0.032,1.45E-214,12,AMIGO2
FTH12,7.75E-239,3.531688077,1,0.957,2.60E-234,12,FTH1
IFIT3,9.03E-233,3.52032619,0.357,0.035,3.03E-228,12,IFIT3
ACO1,7.85E-235,3.503658689,0.401,0.044,2.63E-230,12,ACO1
TYROBP3,0,3.440981001,0.977,0.17,0,12,TYROBP
ALOX52,0,3.424104015,0.594,0.075,0,12,ALOX5
FMNL2,9.26E-183,3.390340076,0.302,0.032,3.11E-178,12,FMNL2
PLIN21,4.37E-270,3.390158068,0.612,0.095,1.47E-265,12,PLIN2
TIMP22,9.00E-308,3.378216843,0.597,0.078,3.02E-303,12,TIMP2
MRC12,0,3.363766702,0.757,0.073,0,12,MRC1
CPM1,2.73E-145,3.346082882,0.302,0.039,9.16E-141,12,CPM
LY963,1.40E-231,3.339512019,0.527,0.079,4.70E-227,12,LY96
ABCG1,1.30E-185,3.339126174,0.408,0.057,4.35E-181,12,ABCG1
CTSL1,0,3.32430478,0.796,0.111,0,12,CTSL
GRN3,0,3.316276561,0.91,0.212,0,12,GRN
CXCL162,1.74E-242,3.279577323,0.563,0.088,5.84E-238,12,CXCL16
PLBD12,4.17E-184,3.274928284,0.452,0.071,1.40E-179,12,PLBD1
RMDN3,2.71E-187,3.237619191,0.429,0.063,9.08E-183,12,RMDN3
GAA,9.40E-185,3.223507042,0.416,0.06,3.15E-180,12,GAA
SERPINA12,4.21E-247,3.209944793,0.566,0.085,1.41E-242,12,SERPINA1
SNX103,9.27E-237,3.197787632,0.636,0.115,3.11E-232,12,SNX10
NCF22,0,3.174694949,0.659,0.092,0,12,NCF2
SLC15A32,1.26E-167,3.157900127,0.424,0.068,4.23E-163,12,SLC15A3
SLC7A72,3.48E-159,3.133624023,0.362,0.051,1.17E-154,12,SLC7A7
FCGR2A2,3.80E-252,3.132908588,0.514,0.067,1.27E-247,12,FCGR2A
CTSD1,8.44E-260,3.124916856,0.984,0.417,2.83E-255,12,CTSD
SVIL1,3.55E-144,3.120516733,0.413,0.074,1.19E-139,12,SVIL
VAT1,4.95E-131,3.101481653,0.287,0.039,1.66E-126,12,VAT1
CD683,6.25E-254,3.087851274,0.63,0.104,2.10E-249,12,CD68
BHLHE412,3.28E-202,3.078328935,0.403,0.051,1.10E-197,12,BHLHE41
CD3021,1.21E-135,3.065724515,0.359,0.059,4.05E-131,12,CD302
FABP53,1.44E-274,3.055608499,0.928,0.263,4.82E-270,12,FABP5
TCF7L2,9.85E-120,3.046389648,0.307,0.048,3.30E-115,12,TCF7L2
HMOX11,3.89E-153,3.037077103,0.326,0.043,1.31E-148,12,HMOX1
FCER1G3,0,3.010859053,0.961,0.157,0,12,FCER1G
C1orf1622,7.51E-253,3.005102826,0.661,0.116,2.52E-248,12,C1orf162
ALDH25,8.85E-233,2.887134862,0.891,0.282,2.97E-228,12,ALDH2
TFEC2,5.32E-129,2.861851003,0.341,0.055,1.79E-124,12,TFEC
SLC31A21,2.33E-100,2.824001926,0.279,0.046,7.80E-96,12,SLC31A2
GLRX6,4.17E-206,2.815336591,0.822,0.25,1.40E-201,12,GLRX
ALAS1,2.78E-108,2.801856858,0.339,0.062,9.31E-104,12,ALAS1
TNFAIP22,4.56E-188,2.793307816,0.468,0.073,1.53E-183,12,TNFAIP2
TSPO2,1.28E-202,2.703671985,0.961,0.491,4.29E-198,12,TSPO
IFI302,6.29E-88,2.701215101,0.305,0.061,2.11E-83,12,IFI30
AC020656.12,1.56E-209,2.683648293,0.499,0.075,5.25E-205,12,AC020656.1
BCL2A11,3.74E-207,2.673727399,0.527,0.083,1.25E-202,12,BCL2A1
CSTB4,1.06E-189,2.625744209,0.977,0.609,3.56E-185,12,CSTB
CLIC4,1.41E-71,2.601209372,0.251,0.05,4.72E-67,12,CLIC4
MNDA2,7.97E-282,2.594341693,0.649,0.094,2.67E-277,12,MNDA
BRI34,1.75E-227,2.59011424,0.974,0.435,5.88E-223,12,BRI3
GM2A3,6.54E-95,2.540248131,0.38,0.087,2.19E-90,12,GM2A
FCGRT5,4.88E-161,2.534215536,0.731,0.224,1.64E-156,12,FCGRT
ACSL11,9.37E-85,2.508333708,0.3,0.06,3.14E-80,12,ACSL1
CSTA4,4.22E-207,2.48713478,0.677,0.144,1.42E-202,12,CSTA
LIPA2,1.42E-99,2.486686372,0.481,0.131,4.78E-95,12,LIPA
CLEC7A2,2.71E-187,2.472541236,0.491,0.078,9.07E-183,12,CLEC7A
PLXDC22,2.63E-172,2.467386569,0.512,0.09,8.83E-168,12,PLXDC2
CTSS5,2.44E-216,2.454028171,0.946,0.35,8.20E-212,12,CTSS
SDCBP2,9.80E-194,2.441346976,0.876,0.312,3.29E-189,12,SDCBP
GPCPD12,3.92E-120,2.424193406,0.55,0.147,1.32E-115,12,GPCPD1
PSAP3,8.62E-195,2.411950977,0.886,0.309,2.89E-190,12,PSAP
CORO1C3,4.16E-100,2.410846044,0.421,0.1,1.40E-95,12,CORO1C
MGST34,1.12E-169,2.410198222,0.902,0.41,3.77E-165,12,MGST3
DDX60L1,4.83E-73,2.404483429,0.336,0.083,1.62E-68,12,DDX60L
HNMT5,2.18E-133,2.403562921,0.571,0.144,7.30E-129,12,HNMT
PLAUR3,1.33E-229,2.401779956,0.553,0.083,4.47E-225,12,PLAUR
PECAM13,1.26E-116,2.399790955,0.424,0.088,4.24E-112,12,PECAM1
FCHO2,8.04E-73,2.39042804,0.31,0.072,2.70E-68,12,FCHO2
CCDC88A3,3.57E-191,2.387285302,0.713,0.163,1.20E-186,12,CCDC88A
DMXL22,2.00E-77,2.369353813,0.297,0.063,6.72E-73,12,DMXL2
IFI61,3.09E-123,2.335828282,0.545,0.141,1.04E-118,12,IFI6
STXBP23,5.79E-55,2.332151047,0.382,0.127,1.94E-50,12,STXBP2
LGALS35,4.36E-192,2.321401121,0.982,0.582,1.46E-187,12,LGALS3
STMN11,2.75E-152,2.319117296,0.517,0.104,9.21E-148,12,STMN1
OSBPL111,3.57E-73,2.316382034,0.328,0.079,1.20E-68,12,OSBPL11
CD142,6.15E-169,2.314200862,0.406,0.059,2.06E-164,12,CD14
PYCARD3,2.39E-144,2.300139373,0.767,0.26,8.03E-140,12,PYCARD
AXL1,1.04E-100,2.291559053,0.271,0.043,3.49E-96,12,AXL
ABHD5,1.10E-92,2.245684619,0.403,0.097,3.70E-88,12,ABHD5
ASAH14,2.56E-168,2.223056012,0.84,0.296,8.59E-164,12,ASAH1
C5AR12,7.31E-112,2.203215233,0.307,0.049,2.45E-107,12,C5AR1
COLGALT12,1.52E-54,2.178896735,0.287,0.076,5.11E-50,12,COLGALT1
MACC11,3.73E-71,2.175972026,0.271,0.056,1.25E-66,12,MACC1
CREG12,3.56E-85,2.169718495,0.421,0.112,1.20E-80,12,CREG1
SPI12,2.24E-143,2.154948078,0.517,0.106,7.53E-139,12,SPI1
SHTN12,1.51E-61,2.148994758,0.333,0.092,5.05E-57,12,SHTN1
CYBB4,6.15E-143,2.146981135,0.553,0.12,2.06E-138,12,CYBB
GCA3,1.34E-77,2.12522996,0.465,0.142,4.50E-73,12,GCA
GSTO12,6.62E-136,2.121900856,0.804,0.321,2.22E-131,12,GSTO1
CTSZ4,1.95E-106,2.121447711,0.656,0.228,6.55E-102,12,CTSZ
GNB43,9.64E-60,2.118064057,0.3,0.077,3.23E-55,12,GNB4
SIRPA2,1.29E-63,2.106940925,0.274,0.062,4.34E-59,12,SIRPA
CAT4,2.09E-94,2.082981888,0.592,0.201,7.01E-90,12,CAT
LGALS3BP3,3.50E-90,2.079511118,0.468,0.129,1.17E-85,12,LGALS3BP
GNS3,5.21E-67,2.079199013,0.385,0.112,1.75E-62,12,GNS
LRPAP13,5.82E-90,2.077584418,0.628,0.248,1.95E-85,12,LRPAP1
LY863,1.03E-65,2.075270116,0.279,0.063,3.45E-61,12,LY86
GLIPR21,6.09E-101,2.038433009,0.633,0.22,2.04E-96,12,GLIPR2
OSBPL1A1,9.74E-60,2.016324662,0.318,0.085,3.27E-55,12,OSBPL1A
CEBPB2,4.20E-142,2.01440299,0.835,0.341,1.41E-137,12,CEBPB
CARD163,1.01E-74,2.00966844,0.465,0.144,3.39E-70,12,CARD16
SEPT112,4.17E-74,1.99850135,0.444,0.133,1.40E-69,12,11-Sep
ACER31,1.21E-39,1.98929477,0.284,0.093,4.07E-35,12,ACER3
HLA-DRA4,1.43E-183,1.972576098,0.995,0.446,4.79E-179,12,HLA-DRA
TENT5A1,3.23E-49,1.966989493,0.266,0.071,1.08E-44,12,TENT5A
CES13,4.40E-172,1.960590532,0.483,0.079,1.47E-167,12,CES1
GRINA2,5.13E-48,1.952792159,0.339,0.11,1.72E-43,12,GRINA
BLVRA1,2.99E-62,1.936789888,0.38,0.114,1.00E-57,12,BLVRA
HLA-DRB54,1.46E-157,1.92615875,0.78,0.226,4.90E-153,12,HLA-DRB5
PLD31,8.88E-40,1.921119085,0.292,0.097,2.98E-35,12,PLD3
DPYSL23,4.78E-56,1.92037386,0.323,0.09,1.60E-51,12,DPYSL2
AKR1B11,1.22E-56,1.917217817,0.333,0.095,4.09E-52,12,AKR1B1
AIF12,1.50E-260,1.914301154,0.793,0.142,5.04E-256,12,AIF1
ANXA52,1.06E-136,1.907412263,0.902,0.436,3.57E-132,12,ANXA5
HEXB3,7.44E-56,1.904614812,0.413,0.144,2.49E-51,12,HEXB
NRIP1,2.69E-41,1.894334079,0.287,0.091,9.02E-37,12,NRIP1
HLA-DMA4,4.66E-139,1.884210861,0.762,0.238,1.56E-134,12,HLA-DMA
PLA2G163,8.33E-90,1.882742271,0.548,0.169,2.80E-85,12,PLA2G16
FNDC3B1,1.42E-59,1.880610946,0.344,0.097,4.78E-55,12,FNDC3B
IGSF63,1.01E-135,1.873588438,0.53,0.112,3.38E-131,12,IGSF6
ADA23,3.32E-67,1.861871576,0.406,0.119,1.11E-62,12,ADA2
MAFB2,8.10E-57,1.845955914,0.266,0.064,2.72E-52,12,MAFB
HLA-DQB14,2.78E-213,1.844707382,0.907,0.238,9.33E-209,12,HLA-DQB1
FUOM2,5.15E-54,1.838079518,0.349,0.105,1.73E-49,12,FUOM
TANC21,1.59E-44,1.837043962,0.264,0.074,5.32E-40,12,TANC2
IFI273,2.08E-21,1.830590666,0.269,0.119,6.97E-17,12,IFI27
14-Mar,1.08E-69,1.830535119,0.367,0.095,3.62E-65,12,1-Mar
TGM23,1.25E-77,1.829582609,0.47,0.14,4.20E-73,12,TGM2
EVI52,3.70E-32,1.821148645,0.256,0.087,1.24E-27,12,EVI5
ATP6V0B3,1.96E-92,1.811091166,0.778,0.381,6.56E-88,12,ATP6V0B
APLP27,3.28E-110,1.794247973,0.773,0.316,1.10E-105,12,APLP2
BLOC1S23,1.57E-53,1.788683655,0.468,0.181,5.28E-49,12,BLOC1S2
NCF41,4.09E-49,1.770102073,0.276,0.075,1.37E-44,12,NCF4
HDDC21,1.59E-48,1.769390308,0.424,0.16,5.33E-44,12,HDDC2
LSM63,1.11E-69,1.766105679,0.641,0.28,3.72E-65,12,LSM6
EIF4EBP12,1.34E-30,1.761742054,0.251,0.087,4.50E-26,12,EIF4EBP1
JPT11,5.59E-73,1.761182526,0.659,0.299,1.87E-68,12,JPT1
TMEM2511,1.02E-47,1.753826952,0.349,0.115,3.41E-43,12,TMEM251
APIP1,6.40E-45,1.750488915,0.351,0.121,2.15E-40,12,APIP
VIM3,3.57E-170,1.749060362,0.995,0.635,1.20E-165,12,VIM
MYD883,2.24E-40,1.746080131,0.328,0.116,7.51E-36,12,MYD88
LGALS12,8.57E-130,1.745192561,0.879,0.349,2.88E-125,12,LGALS1
SH3BGRL4,1.42E-93,1.739199888,0.78,0.361,4.76E-89,12,SH3BGRL
SPG212,2.76E-41,1.73573159,0.367,0.137,9.25E-37,12,SPG21
LACTB2,4.70E-52,1.732096113,0.367,0.118,1.58E-47,12,LACTB
CTSB3,1.04E-116,1.721062277,0.796,0.337,3.49E-112,12,CTSB
LST12,8.16E-141,1.719632779,0.672,0.169,2.74E-136,12,LST1
TNFSF13B3,1.55E-53,1.718306322,0.339,0.099,5.19E-49,12,TNFSF13B
C3AR11,1.35E-47,1.715481581,0.258,0.067,4.52E-43,12,C3AR1
PHACTR14,2.70E-49,1.706889881,0.295,0.083,9.04E-45,12,PHACTR1
FKBP152,8.73E-33,1.7028683,0.295,0.109,2.93E-28,12,FKBP15
S100A116,9.31E-160,1.700451274,0.99,0.771,3.12E-155,12,S100A11
SMCO43,8.42E-47,1.700223685,0.351,0.117,2.82E-42,12,SMCO4
LAMP24,3.06E-54,1.697261906,0.504,0.207,1.03E-49,12,LAMP2
FUCA12,1.83E-33,1.692070497,0.282,0.1,6.14E-29,12,FUCA1
DOK23,1.20E-62,1.684488704,0.47,0.159,4.02E-58,12,DOK2
FDX1,3.58E-42,1.682101816,0.475,0.215,1.20E-37,12,FDX1
TKT3,1.93E-52,1.673481274,0.574,0.268,6.47E-48,12,TKT
ALOX5AP2,2.01E-106,1.672909536,0.837,0.359,6.74E-102,12,ALOX5AP
SNX23,6.77E-64,1.670965233,0.543,0.211,2.27E-59,12,SNX2
HEXA3,3.32E-47,1.669244238,0.424,0.163,1.11E-42,12,HEXA
ATOX15,6.79E-65,1.665234163,0.607,0.264,2.28E-60,12,ATOX1
UPP13,6.08E-62,1.66412127,0.426,0.135,2.04E-57,12,UPP1
S100A92,0,1.659327097,0.933,0.148,0,12,S100A9
DPH31,1.30E-36,1.657556145,0.31,0.11,4.37E-32,12,DPH3
GLB12,3.94E-25,1.65192863,0.258,0.102,1.32E-20,12,GLB1
TNFSF121,2.01E-53,1.645320883,0.385,0.124,6.74E-49,12,TNFSF12
NUP2141,7.57E-30,1.640374899,0.279,0.104,2.54E-25,12,NUP214
MFSD16,6.00E-39,1.614113569,0.357,0.135,2.01E-34,12,MFSD1
NQO22,5.23E-26,1.610516533,0.261,0.1,1.75E-21,12,NQO2
GLUL6,9.76E-91,1.60799757,0.798,0.361,3.27E-86,12,GLUL
LGALS92,2.39E-30,1.603481914,0.279,0.103,8.01E-26,12,LGALS9
TUBA1B3,2.87E-100,1.600505623,0.868,0.459,9.64E-96,12,TUBA1B
TPP13,3.60E-50,1.596058877,0.419,0.149,1.21E-45,12,TPP1
HLA-DRB14,3.01E-166,1.594838148,0.966,0.388,1.01E-161,12,HLA-DRB1
HLA-DQA14,1.07E-209,1.583065914,0.868,0.207,3.58E-205,12,HLA-DQA1
EMILIN22,3.11E-40,1.582851862,0.276,0.084,1.04E-35,12,EMILIN2
THEMIS23,1.08E-44,1.575914806,0.31,0.096,3.63E-40,12,THEMIS2
CEP1703,7.81E-31,1.571155392,0.315,0.123,2.62E-26,12,CEP170
MYDGF4,2.31E-62,1.569301063,0.597,0.26,7.76E-58,12,MYDGF
CRTAP1,1.38E-34,1.567722174,0.284,0.098,4.64E-30,12,CRTAP
RNF134,1.17E-53,1.563715456,0.527,0.22,3.91E-49,12,RNF13
LAMTOR13,2.83E-52,1.556809681,0.612,0.302,9.50E-48,12,LAMTOR1
HLA-DPA14,1.07E-168,1.554424228,0.982,0.397,3.57E-164,12,HLA-DPA1
DECR11,7.24E-41,1.553260259,0.424,0.178,2.43E-36,12,DECR1
LAIR13,3.25E-46,1.549254444,0.357,0.117,1.09E-41,12,LAIR1
SCARB24,2.34E-37,1.546894335,0.385,0.157,7.85E-33,12,SCARB2
CPEB42,2.24E-39,1.532204806,0.344,0.125,7.50E-35,12,CPEB4
ATP6V0D12,6.05E-29,1.531639256,0.401,0.192,2.03E-24,12,ATP6V0D1
TRPV2,2.00E-27,1.53001263,0.253,0.092,6.69E-23,12,TRPV2
AGPAT23,8.85E-37,1.529538763,0.344,0.129,2.97E-32,12,AGPAT2
S100A102,2.44E-109,1.526250912,0.93,0.558,8.19E-105,12,S100A10
CST35,1.11E-154,1.525402917,0.961,0.409,3.73E-150,12,CST3
NOP103,1.37E-65,1.510564955,0.721,0.394,4.60E-61,12,NOP10
KCTD124,2.38E-70,1.510483071,0.455,0.135,7.99E-66,12,KCTD12
BACH12,1.89E-31,1.500759657,0.297,0.111,6.32E-27,12,BACH1
PGD2,1.22E-30,1.500316499,0.256,0.089,4.09E-26,12,PGD
C4orf483,2.25E-45,1.492217583,0.486,0.207,7.56E-41,12,C4orf48
HIPK24,4.65E-44,1.491746365,0.401,0.15,1.56E-39,12,HIPK2
HAVCR22,8.81E-35,1.490298524,0.251,0.078,2.96E-30,12,HAVCR2
DOCK11,4.14E-39,1.487460958,0.336,0.117,1.39E-34,12,DOCK11
PEPD2,2.26E-30,1.477375467,0.336,0.138,7.57E-26,12,PEPD
S100A82,0,1.475763458,0.674,0.072,0,12,S100A8
STX122,2.75E-28,1.464276404,0.333,0.142,9.21E-24,12,STX12
CD1511,1.96E-22,1.462851734,0.274,0.118,6.58E-18,12,CD151
DNASE22,8.03E-24,1.46057628,0.258,0.103,2.69E-19,12,DNASE2
CAPG4,9.88E-59,1.458778161,0.602,0.262,3.32E-54,12,CAPG
CTSC4,8.88E-108,1.456582119,0.933,0.521,2.98E-103,12,CTSC
DDAH22,1.15E-37,1.443586892,0.346,0.127,3.86E-33,12,DDAH2
KLF42,1.96E-25,1.43810961,0.251,0.095,6.58E-21,12,KLF4
CASP12,6.44E-39,1.437336927,0.38,0.144,2.16E-34,12,CASP1
CTBS2,7.39E-25,1.437051243,0.31,0.137,2.48E-20,12,CTBS
CITED2,8.78E-45,1.429176786,0.406,0.148,2.94E-40,12,CITED2
SEC11A1,1.78E-66,1.422417972,0.765,0.419,5.96E-62,12,SEC11A
RPS27L2,5.19E-60,1.421136222,0.744,0.413,1.74E-55,12,RPS27L
TXNIP3,5.83E-86,1.420277022,0.91,0.664,1.96E-81,12,TXNIP
DST1,5.32E-94,1.416310627,0.486,0.126,1.79E-89,12,DST
ATP6AP13,8.80E-34,1.411247229,0.416,0.187,2.95E-29,12,ATP6AP1
PTPN122,5.86E-26,1.404569629,0.307,0.131,1.97E-21,12,PTPN12
IL182,3.05E-41,1.392843288,0.346,0.121,1.02E-36,12,IL18
CHCHD101,2.49E-57,1.385717889,0.677,0.327,8.35E-53,12,CHCHD10
AP2S13,2.00E-61,1.381307821,0.672,0.317,6.71E-57,12,AP2S1
CD744,1.92E-137,1.377688554,0.984,0.484,6.45E-133,12,CD74
SOAT13,1.36E-28,1.376664672,0.31,0.124,4.57E-24,12,SOAT1
LAMP11,1.06E-39,1.37250113,0.537,0.271,3.54E-35,12,LAMP1
RTN36,1.44E-34,1.357114664,0.45,0.211,4.82E-30,12,RTN3
RNF1305,1.12E-39,1.353931633,0.46,0.199,3.75E-35,12,RNF130
AZI22,1.25E-26,1.345678061,0.302,0.123,4.18E-22,12,AZI2
SCPEP14,4.49E-48,1.335251577,0.53,0.227,1.51E-43,12,SCPEP1
TMED53,2.82E-32,1.333681805,0.411,0.186,9.45E-28,12,TMED5
SKAP24,2.27E-36,1.328466466,0.395,0.159,7.60E-32,12,SKAP2
ATP6V1F2,1.91E-55,1.3278702,0.693,0.379,6.41E-51,12,ATP6V1F
CD832,1.53E-82,1.323893079,0.354,0.078,5.13E-78,12,CD83
CD813,1.17E-95,1.322372642,0.922,0.588,3.92E-91,12,CD81
ACTN13,9.37E-42,1.305416663,0.367,0.13,3.14E-37,12,ACTN1
GGA22,8.24E-25,1.301280485,0.318,0.14,2.76E-20,12,GGA2
RTN46,2.38E-60,1.291888264,0.765,0.425,8.00E-56,12,RTN4
PDXK3,1.49E-36,1.287676876,0.434,0.187,5.01E-32,12,PDXK
ATP6V1B22,6.28E-37,1.281930913,0.354,0.132,2.11E-32,12,ATP6V1B2
GYPC4,3.40E-43,1.277102146,0.483,0.199,1.14E-38,12,GYPC
PDE4DIP2,1.32E-28,1.264672332,0.305,0.119,4.44E-24,12,PDE4DIP
CYBA5,1.80E-103,1.261392726,0.977,0.804,6.05E-99,12,CYBA
ECHDC13,2.71E-26,1.260769263,0.411,0.205,9.08E-22,12,ECHDC1
NUCB11,9.41E-18,1.253406678,0.289,0.142,3.16E-13,12,NUCB1
CTSA2,5.72E-30,1.25271844,0.382,0.167,1.92E-25,12,CTSA
SNX35,3.45E-49,1.251252752,0.708,0.405,1.16E-44,12,SNX3
VEGFB4,2.75E-21,1.25039361,0.339,0.164,9.21E-17,12,VEGFB
PRDX16,1.71E-85,1.240929749,0.935,0.609,5.74E-81,12,PRDX1
ZFAND54,2.65E-28,1.234446783,0.491,0.258,8.87E-24,12,ZFAND5
